Time,Room_Temp,silica_effect ,cmoa_design,current_leakage,Voltage_leakage,Cut_off_freq,avoid_dust_partical,avoid_uv_light,wafer_process,Pass/Fail
7/23/2008 19:22,3002.27,2497.45,2207.3889,962.5317,1.2043,100,104.0311,0.121,1.5465,-1
7/25/2008 15:23,2884.74,2514.54,2160.3667,899.9488,1.4022,100,105.4978,0.124,1.5585,1
7/27/2008 4:18,3010.41,2632.8,2203.9,1116.4129,1.2639,100,102.2733,0.1199,1.4227,-1
7/27/2008 9:37,2979.74,2446.56,2257.1667,1437.9565,1.4918,100,106.34,0.1203,1.5136,-1
7/27/2008 11:10,3067.35,2456.33,2257.1667,1437.9565,1.4918,100,106.34,0.1203,1.486,-1
7/27/2008 15:46,2988.99,2607.63,2223.0333,1533.9934,1.3548,100,109.7067,0.1211,1.5582,-1
7/27/2008 16:06,2972.78,2431.57,2190.4889,1059.439,0.8614,100,102.1178,0.1216,1.5438,-1
7/27/2008 16:49,2981.85,2529.11,2180.3778,1208.7411,1.2998,100,100.2789,0.1209,1.42,-1
7/27/2008 20:24,2975.88,2489.7,2191.6667,1153.9011,1.2569,100,100.6767,0.121,1.4481,-1
7/27/2008 22:28,3058.61,2492.36,2180.3778,1208.7411,1.2998,100,100.2789,0.1209,1.5602,-1
7/27/2008 22:28,3047.19,2524.18,2197.3111,969.891,1.3015,100,105.3911,0.1201,1.5837,-1
7/27/2008 23:14,2981.31,2566.35,2197.3111,969.891,1.3015,100,105.3911,0.1201,1.5047,-1
7/28/2008 3:31,2963.83,2457.64,2225.1777,1457.7934,1.2414,100,110.2789,0.1211,1.5374,-1
7/28/2008 3:48,3040.72,2477.35,2191.6667,1153.9011,1.2569,100,100.6767,0.121,1.3475,-1
7/28/2008 4:37,2989.47,2445.44,2223.1667,1522.5535,1.1981,100,110.6333,0.121,1.5316,-1
7/28/2008 5:36,2981.54,2302.46,2221.8445,1416.8211,1.1758,100,111.6278,0.121,1.44,-1
7/28/2008 6:45,2958.09,2542.24,2222.6778,1547.6125,1.4431,100,110.5644,0.1211,1.478,1
7/28/2008 8:36,3017.21,2530.67,2169.4667,1185.4449,1.2412,100,100.8444,0.1221,1.5335,-1
7/28/2008 15:11,2962.14,2545.71,2221.5778,1503.623,1.1878,100,111.3444,0.1211,1.5424,1
7/28/2008 23:57,3017.1,2517.18,2180.3778,1208.7411,1.2998,100,100.2789,0.1209,1.4652,-1
7/29/2008 4:08,3021.26,2503.46,2180.3778,1208.7411,1.2998,100,100.2789,0.1209,1.5042,-1
7/29/2008 5:16,3000.36,2748.67,2174.8666,1039.2291,1.0455,100,103.6,0.1221,1.5337,-1
7/29/2008 6:19,3047.78,2490.71,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.5764,-1
7/29/2008 8:23,2912.87,2446.25,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.5336,1
7/29/2008 11:47,3076.38,2475.53,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.4919,-1
7/29/2008 15:41,3055.97,2788.4,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.5179,-1
7/29/2008 15:49,2993.59,2345.95,2169.4667,1185.4449,1.2412,100,100.8444,0.1221,1.5533,1
7/29/2008 17:05,2946.86,2533.91,2174.8666,1039.2291,1.0455,100,103.6,0.1221,1.5516,1
7/29/2008 18:08,2942.31,2446.74,2172.9778,1222.6067,1.3658,100,101.84,0.122,1.5717,1
7/29/2008 21:07,2993.14,2520.21,2180.6778,1230.6762,1.4095,100,103.3778,0.1205,1.5277,-1
7/29/2008 23:14,2938.41,2466.78,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.471,-1
7/29/2008 23:19,3058.98,2484.31,2172.9778,1222.6067,1.3658,100,101.84,0.122,1.5321,-1
7/30/2008 6:30,2950.46,2398.44,2180.6778,1230.6762,1.4095,100,103.3778,0.1205,1.6486,-1
7/30/2008 7:08,3060.03,2809.79,2166.5222,907.0746,1.0647,100,104.5211,0.1221,1.5512,-1
7/30/2008 12:02,2983.09,2569.81,2206.5112,1244.1552,1.2691,100,101.6667,0.1229,1.4873,-1
7/30/2008 12:29,2935.94,2586.05,2164.4111,1206.6031,0.9799,100,100.5189,0.122,1.4786,1
7/30/2008 21:16,3004.09,2388.74,2223.8,1503.1248,1.1705,100,110.06,0.1211,1.4441,1
7/31/2008 13:57,3020.76,2481.28,2197.3111,969.891,1.3015,100,105.3911,0.1201,1.5632,-1
7/31/2008 15:36,3042.08,2694.31,2206.5112,1244.1552,1.2691,100,101.6667,0.1229,1.5928,-1
7/31/2008 17:07,3000.56,2541.92,2220.5445,1192.8757,1.3872,100,106.2567,0.1218,1.5644,-1
7/31/2008 20:18,2990.22,2483.66,2206.5112,1244.1552,1.2691,100,101.6667,0.1229,1.4729,1
1/8/2008 2:02,3016.64,2492.8,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5068,-1
1/8/2008 5:52,2980.84,2628.76,2187.5222,1268.6598,1.4503,100,102.4622,0.1233,1.4672,1
1/8/2008 10:20,2847.81,2461.38,2202.7111,1010.4454,1.0032,100,104.3067,0.1225,1.497,-1
1/8/2008 10:26,,2544.52,2202.7111,1010.4454,1.0032,100,104.3067,0.1225,1.4727,-1
1/8/2008 11:28,2975.64,2508.28,2202.7111,1010.4454,1.0032,100,104.3067,0.1225,1.5079,-1
1/8/2008 12:29,3066.19,2702.64,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.444,-1
1/8/2008 14:07,2873.35,2565.8,2220.5445,1192.8757,1.3872,100,106.2567,0.1218,1.5569,-1
1/8/2008 15:10,3045.03,2315.76,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5693,-1
2/8/2008 3:39,3090.18,2375.49,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.5769,-1
3/8/2008 13:09,2955.85,2623.1,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4395,-1
3/8/2008 14:06,3006.23,2424.37,2220.5445,1192.8757,1.3872,100,106.2567,0.1218,1.4829,-1
3/8/2008 14:25,2958.05,2450.25,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.4981,-1
3/8/2008 15:03,2999.72,2492.29,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4656,-1
3/8/2008 15:27,2918.9,2500.41,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4408,-1
3/8/2008 16:00,2926.07,2505.73,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.5371,-1
3/8/2008 17:00,3032.89,2500.81,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4615,-1
3/8/2008 17:58,2865.31,2531.75,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5264,-1
3/8/2008 20:23,2855.8,2537.35,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4912,-1
3/8/2008 22:52,2930.22,2417.85,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5218,-1
4/8/2008 0:39,2971.99,2502.62,2239.3,1192.7495,1.2479,100,100.1189,0.1187,1.5824,1
4/8/2008 3:45,2940.53,2459.87,2202.7111,1010.4454,1.0032,100,104.3067,0.1225,1.5884,-1
4/8/2008 3:49,2916.41,2503.59,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.6026,-1
4/8/2008 13:19,3047.67,2565.03,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.488,-1
4/8/2008 14:04,3082.45,2739.19,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.5553,-1
4/8/2008 14:31,3088.82,2655.37,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.3296,-1
4/8/2008 15:29,3090.42,2531.98,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.3167,-1
4/8/2008 16:15,3031.9,2414.83,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4989,-1
4/8/2008 16:31,3029.16,2519.68,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.4527,-1
4/8/2008 17:11,3040.63,2547.43,2174.8666,1039.2291,1.0455,100,103.6,0.1221,1.5867,-1
4/8/2008 17:46,3039.93,2447.89,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5414,-1
4/8/2008 18:24,2922.94,2478.55,2193.1555,1172.6226,1.2752,100,101.1111,0.1209,1.5024,-1
4/8/2008 19:58,3046.33,2545.34,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.5409,-1
4/8/2008 20:32,3081.07,2560.99,2180.1556,1822.5073,1.2579,100,98.1289,0.1261,1.5048,-1
4/8/2008 20:58,2992.4,2467.07,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4993,1
4/8/2008 21:43,3049.31,2453.82,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.531,-1
4/8/2008 22:51,3011.49,2537.9,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.6227,-1
4/8/2008 23:33,2913.15,2544.52,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.5115,-1
5/8/2008 0:04,3080.26,2526.82,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.5035,-1
5/8/2008 1:12,3070.5,2439.13,2209.9222,1693.5732,1.3918,100,99.0811,0.125,1.3609,-1
5/8/2008 2:15,2960.18,2459.62,2213.7667,1679.3498,1.0685,100,98.1978,0.1235,1.4581,-1
5/8/2008 2:36,2960.65,2436.17,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.5748,-1
5/8/2008 2:45,3000.46,2523.08,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4051,-1
5/8/2008 3:17,2946.86,2474.05,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.4039,-1
5/8/2008 3:36,2831.91,2433.96,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.3985,-1
5/8/2008 3:54,2872.4,2607.75,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.4876,-1
5/8/2008 4:32,3054.78,2479.17,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4321,-1
5/8/2008 4:35,3086.88,2395.85,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4639,-1
5/8/2008 5:11,2913.42,2437.69,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.5242,-1
5/8/2008 6:10,3039.57,2583.78,2197.8445,1907.8909,1.1799,100,99.6667,0.1247,1.5847,-1
5/8/2008 6:11,2958.13,2485.57,2197.8667,1888.0388,1.1988,100,100.2811,0.1247,1.5497,-1
5/8/2008 6:21,2928.16,2523.21,2210.6111,1184.6481,1.2577,100,102.9356,0.1201,1.4453,-1
5/8/2008 7:12,2951.2,2418.83,2181.1555,988.766,0.9454,100,101.3611,0.1215,1.4634,-1
5/8/2008 7:12,3002.85,2502.05,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.4518,1
5/8/2008 7:48,3046.34,2307.24,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.4443,-1
5/8/2008 8:50,,2810.12,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.5166,-1
5/8/2008 9:48,2985.11,2496.73,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.474,-1
5/8/2008 14:17,2943.58,2512.49,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4046,-1
5/8/2008 14:45,2992.89,2481.43,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.4649,-1
5/8/2008 15:45,2962.27,2495.35,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.5385,-1
5/8/2008 20:04,3043.67,2518.21,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.537,-1
5/8/2008 21:07,3024.46,2468.33,2222.3333,1720.9033,1.315,100,100.3989,0.1231,1.5374,-1
5/8/2008 21:22,3032.81,2534.74,2239.4223,1997.3782,1.5397,100,98.3356,0.1229,1.4974,-1
5/8/2008 23:02,3020.12,2416.73,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.3642,-1
5/8/2008 23:06,2955.3,2460.08,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4125,-1
5/8/2008 23:38,3100.44,2690.99,2239.4223,1997.3782,1.5397,100,98.3356,0.1229,1.543,-1
6/8/2008 0:04,2976.48,2502.96,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.4306,-1
6/8/2008 2:20,3056.5,2481.09,2220.4444,1637.2946,1.368,100,100.5189,0.1231,1.4402,-1
6/8/2008 3:22,3017.5,2634.3,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.47,-1
6/8/2008 5:40,3003.13,2714.3,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.424,1
6/8/2008 9:56,2924.23,2531.34,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.3872,-1
6/8/2008 9:57,3023.86,2432.85,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.4712,-1
6/8/2008 12:33,3020.46,2477.86,2242.2444,1695.7049,1.4215,100,99.9944,0.1215,1.4845,-1
6/8/2008 13:35,3035.71,2567.29,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.3325,-1
6/8/2008 17:35,2917.86,2490.86,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.4704,-1
6/8/2008 18:00,3044.46,2497.58,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.3714,-1
6/8/2008 18:34,2959.65,2576.84,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4523,-1
6/8/2008 19:13,2936.3,2473.27,2181.1555,988.766,0.9454,100,101.3611,0.1215,1.3809,-1
6/8/2008 19:24,3001.41,2581.07,2224.4778,994.9032,1.2834,100,101.8267,0.1191,1.5668,-1
6/8/2008 20:00,3072.73,2587.6,2224.4778,994.9032,1.2834,100,101.8267,0.1191,1.4491,-1
6/8/2008 20:17,2989.63,2364.73,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.4921,-1
6/8/2008 21:15,3027.1,2374.5,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.4149,-1
6/8/2008 22:27,2950,2539.37,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.4786,-1
6/8/2008 23:40,3095.5,2394.58,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.4785,-1
6/8/2008 23:45,3049.19,2406.22,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.4599,-1
7/8/2008 0:51,3050.47,2515.3,2242.2444,1695.7049,1.4215,100,99.9944,0.1215,1.5572,-1
7/8/2008 7:30,2957.73,2581.93,2224.4778,994.9032,1.2834,100,101.8267,0.1191,1.5637,-1
7/8/2008 8:21,2963.35,2537.4,2222,1630.1128,1.3555,100,100.0144,0.1231,1.4416,-1
7/8/2008 8:45,2983.27,2522.16,2219.8222,1032.5542,1.2795,100,102.3356,0.1195,1.5708,-1
7/8/2008 8:55,3095.06,2494.55,2180.1556,1822.5073,1.2579,100,98.1289,0.1261,1.5796,-1
7/8/2008 10:12,2999.18,2560.67,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.4635,-1
7/8/2008 11:10,2939.56,2557.94,2242.2444,1695.7049,1.4215,100,99.9944,0.1215,1.4313,-1
7/8/2008 11:40,2973.86,2359.01,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.4544,1
8/8/2008 4:55,3052.82,2525.33,2186.2667,1088.7359,1.2723,100,103.5633,0.1212,1.4891,-1
8/8/2008 7:26,2914.47,2492.14,2181.6111,1083.3937,1.2484,100,104.1478,0.1216,1.5568,-1
8/8/2008 8:44,2959.86,2491.19,2208,1835.9832,1.5714,100,100.2478,0.1238,1.468,1
8/8/2008 12:37,2964.77,2524.44,2181.5111,1177.083,1.3012,100,100.9333,0.1215,1.4047,1
8/8/2008 20:21,3045.7,2456.17,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.5859,-1
8/8/2008 21:22,3057.03,2468.41,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.4549,-1
8/8/2008 21:53,2969.52,2546.75,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4519,-1
8/8/2008 22:06,2892.37,2517.09,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.458,-1
8/8/2008 22:25,3026.77,2474.32,2181.6111,1083.3937,1.2484,100,104.1478,0.1216,1.4059,-1
9/8/2008 2:15,2999.01,2447.29,2217.7556,1349.3451,1.2793,100,105.31,0.1237,1.5554,-1
9/8/2008 2:37,3072.75,2581.18,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4704,-1
9/8/2008 6:05,3090.97,2469.6,2218.7889,1622.3514,1.2043,100,98.2667,0.1224,1.5129,-1
9/8/2008 9:16,2889.26,2529.16,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.5285,1
9/8/2008 9:22,2964.85,2493.32,2218.7889,1622.3514,1.2043,100,98.2667,0.1224,1.4377,-1
9/8/2008 11:42,3041.56,2508.56,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.5473,1
9/8/2008 17:34,2908.06,2465.07,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4435,-1
9/8/2008 19:03,2949.65,2335.06,2184.8778,960.8486,1.016,100,102.5333,0.1214,1.5186,-1
9/8/2008 20:04,2954.44,2576.94,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4767,-1
9/8/2008 21:07,3018,2320.05,2248.4222,1418.5634,1.4905,100,102.6444,0.1212,1.5792,-1
9/8/2008 22:15,2929.2,2486.59,2234.6111,1590.1699,1.2049,100,98.7567,0.1208,1.5884,-1
9/8/2008 22:37,3071.09,2521.23,2248.4222,1418.5634,1.4905,100,102.6444,0.1212,1.6138,-1
9/8/2008 23:17,3033.95,2505.4,2248.4222,1418.5634,1.4905,100,102.6444,0.1212,1.3868,-1
9/8/2008 23:34,3075.87,2501.93,2248.4222,1418.5634,1.4905,100,102.6444,0.1212,1.5442,-1
10/8/2008 0:09,2846.07,2514.66,2234.6111,1590.1699,1.2049,100,98.7567,0.1208,1.5622,-1
10/8/2008 0:46,2916.54,2480.64,2256.1222,1226.2217,1.4656,100,106.3122,0.1209,1.5496,-1
10/8/2008 6:00,3058.89,2504.38,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4068,1
10/8/2008 6:41,2997.07,2543.11,2256.1222,1226.2217,1.4656,100,106.3122,0.1209,1.4779,-1
10/8/2008 7:01,2928.03,2497.03,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4494,1
10/8/2008 11:16,3028.65,2455.14,2228.0555,1816.9286,1.2244,100,100.2256,0.1231,1.4554,-1
10/8/2008 11:49,2943.34,2485,2234.6111,1590.1699,1.2049,100,98.7567,0.1208,1.6081,-1
10/8/2008 12:22,3022.71,2511.09,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.4976,-1
10/8/2008 15:59,2936.64,2509.65,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.51,1
10/8/2008 19:07,3035.2,2662.19,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4616,-1
10/8/2008 20:07,3074.69,2391.71,2221.9444,1551.6947,1.5296,100,99.2678,0.1222,1.4746,1
10/8/2008 22:26,2938.03,2480.9,2138.8778,1046.6043,1.2559,100,103.34,0.124,1.4701,1
11/8/2008 3:06,3024.74,2553.6,2171.8111,1007.2396,1.4598,100,104.7444,0.1252,1.4957,-1
11/8/2008 4:09,3109.01,2487.16,2171.8111,1007.2396,1.4598,100,104.7444,0.1252,1.603,-1
11/8/2008 5:15,2956.64,2436.12,2139.2667,1123.345,1.3699,100,102.2522,0.1254,1.384,-1
11/8/2008 11:35,3024.15,2521.24,2191.7889,1133.3967,1.3808,100,106.6711,0.1237,1.6035,-1
11/8/2008 12:38,2997.41,2401.53,2139.2667,1123.345,1.3699,100,102.2522,0.1254,1.4845,-1
12/8/2008 4:23,3030.17,2559.12,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.515,-1
12/8/2008 6:16,2967.4,2553.04,2304.2111,1857.8658,1.7719,100,96.9967,0.1183,1.5334,-1
12/8/2008 10:54,3067.34,2496.56,2177.1667,969.6185,1.0125,100,104.9322,0.1243,1.4833,-1
12/8/2008 11:29,3074.63,2538.75,2223.4,1104.9568,1.2479,100,105.7289,0.1219,1.5679,-1
12/8/2008 12:04,2992.92,2706.54,2146.8555,917.5352,1.0638,100,106.8833,0.126,1.3479,-1
8/13/2008 2:48,2896.63,2550.51,2165.6222,953.004,1.3366,100,105.9356,0.125,1.4281,-1
8/15/2008 3:26,3054.13,2511.14,2192.6889,1130.991,1.3923,100,102.1067,0.122,1.4005,-1
8/15/2008 4:14,3031.39,2632.88,2280.8222,1125.7334,0.6815,100,101.9111,0.1221,1.5362,-1
8/15/2008 5:13,2981.95,2279.48,2205.2889,1630.3112,1.2733,100,98.8056,0.1218,1.4334,-1
8/15/2008 9:38,2977.98,2384.66,2212.7111,1062.6288,1.3848,100,101.93,0.1212,1.431,-1
8/15/2008 10:14,3072.35,2551.84,2212.7111,1062.6288,1.3848,100,101.93,0.1212,1.5101,-1
8/15/2008 11:42,2998.59,2559.07,2184.8889,982.8147,1.0124,100,103.1656,0.1245,1.3933,-1
8/15/2008 18:19,2855.96,2539.78,2187.4444,980.2436,1.0997,100,104.13,0.1233,1.4969,-1
8/15/2008 19:19,2962.13,2540.95,2211.3889,1763.4015,1.6569,100,101.9133,0.1212,1.4659,-1
8/15/2008 20:00,3051.32,2464.39,2205.2889,1630.3112,1.2733,100,98.8056,0.1218,1.4845,-1
8/15/2008 20:03,3104.4,2506.27,2205.4667,1035.6241,1.1295,100,105.56,0.1216,1.378,-1
8/15/2008 23:31,2892.99,2332.39,2216.9556,907.1863,1.4472,100,105.0367,0.1212,1.5094,-1
8/16/2008 2:21,2995.76,2526.22,2230.0333,1668.6804,1.5739,100,99.0522,0.1204,1.5573,-1
8/16/2008 5:47,3034.34,2631.47,2179.0445,2028.2208,1.5552,100,95.4256,0.1234,1.4281,-1
8/16/2008 6:52,3075.76,2491.55,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.451,-1
8/16/2008 7:33,3043.05,2466.36,2205.2889,1630.3112,1.2733,100,98.8056,0.1218,1.4538,-1
8/16/2008 8:39,2940.5,2441.61,2205.2889,1630.3112,1.2733,100,98.8056,0.1218,1.358,-1
8/16/2008 8:41,3065.36,2162.87,2211.3889,1763.4015,1.6569,100,101.9133,0.1212,1.5337,-1
8/16/2008 9:44,3038.21,2521.84,2273.7556,1549.8407,1.4105,100,105.0467,0.1171,1.3666,1
8/16/2008 13:51,2912.76,2480.54,2233.7666,1772.4931,0.9501,100,100.7256,0.1215,1.4029,-1
8/16/2008 14:30,3091.71,2548.95,2233.7666,1772.4931,0.9501,100,100.7256,0.1215,1.521,-1
8/16/2008 15:16,2907.96,2439.31,2225.5889,1890.2199,1.6,100,97.2756,0.1202,1.5356,-1
8/16/2008 15:19,3037.49,2463.11,2205.2889,1630.3112,1.2733,100,98.8056,0.1218,1.3605,1
8/16/2008 23:48,2971.15,2474.95,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.4355,-1
8/17/2008 0:52,3076.52,2502.62,2197.6444,1247.0334,0.7865,100,99.9211,0.1203,1.5059,-1
8/17/2008 1:53,2999.86,2287.9,2197.6444,1247.0334,0.7865,100,99.9211,0.1203,1.4785,-1
8/17/2008 3:17,2992.52,2470.14,2197.6444,1247.0334,0.7865,100,99.9211,0.1203,1.4703,-1
8/17/2008 3:18,3109.02,2472.13,2197.6444,1247.0334,0.7865,100,99.9211,0.1203,1.4406,-1
8/17/2008 3:46,2954.1,2489.91,2179.0445,2028.2208,1.5552,100,95.4256,0.1234,1.4685,-1
8/17/2008 4:19,3006.22,2257.81,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.4557,-1
8/17/2008 5:21,3088.73,2378.95,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.3731,-1
8/17/2008 12:16,2940.65,,2214.0556,1150.7775,1.3772,100,102.9389,0.1205,1.4978,1
8/17/2008 13:34,2948.42,2444.55,2204.9223,1787.6757,1.5138,100,100.4322,0.1216,1.3906,-1
8/17/2008 14:21,2958.39,2478.99,2231.9556,1185.0959,1.0208,100,102.5344,0.1192,1.4881,-1
8/17/2008 15:25,3025.01,2604.26,2177.3222,1089.3655,1.3101,100,101.1478,0.1216,1.4476,-1
8/17/2008 21:26,3045.71,2490.25,2197.6444,1247.0334,0.7865,100,99.9211,0.1203,1.4257,1
8/17/2008 22:03,3035.98,2458.15,2230.0333,1668.6804,1.5739,100,99.0522,0.1204,1.372,1
8/17/2008 22:21,2908.04,2494.37,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.5221,-1
8/17/2008 23:04,2984.45,2444.09,2230.0333,1668.6804,1.5739,100,99.0522,0.1204,1.356,1
8/17/2008 23:20,3061.98,2344.91,2197.2667,911.2054,1.3257,100,104.1722,0.1208,1.3595,-1
8/17/2008 23:55,2900.69,2483.06,2191.1111,1564.6023,0.9366,100,102.51,0.1234,1.5192,1
8/18/2008 0:02,2916.02,2467.49,2185.9333,1659.6962,1.629,100,98.6822,0.1227,1.4114,1
8/18/2008 0:20,2959.2,2491.6,2181.1555,1010.6897,1.3711,100,103.1456,0.1215,1.4737,-1
